taxon1,taxon2,taxon3,taxon4,CF12.34,CF13.24,CF14.23
A_Lyr,Bsch_0,Van_0,Yo_0,0.408,0.266,0.326
A_Lyr,Bsch_0,Uk_1,Vind_1,0.297,0.324,0.379
A_Lyr,Bsch_0,Uk_1,Wt_5,0.275,0.397,0.328
A_Lyr,Bsch_0,Uod_1,Yo_0,0.267,0.36,0.373
A_Lyr,Bsch_0,Vind_1,Yo_0,0.436,0.275,0.289
A_Lyr,Bsch_0,Uk_1,Wa_1,0.313,0.31,0.377
A_Lyr,Bsch_0,Uod_1,Wa_1,0.347,0.324,0.329
A_Lyr,Bsch_0,Uod_1,Vind_1,0.306,0.347,0.347
A_Lyr,Bsch_0,Uk_1,Yo_0,0.273,0.331,0.396
A_Lyr,Bsch_0,Uod_1,Wt_5,0.279,0.423,0.298
A_Lyr,Bsch_0,Van_0,Vind_1,0.47,0.242,0.288
A_Lyr,Bsch_0,Uk_1,Van_0,0.295,0.348,0.357
A_Lyr,Cnt_1,Co_1,Mnz_0,0.304,0.365,0.332
A_Lyr,Bsch_0,Vind_1,Wt_5,0.291,0.423,0.286
A_Lyr,Cnt_1,Co_1,Pla_0,0.32,0.366,0.314
A_Lyr,Bsch_0,Wa_1,Wt_5,0.271,0.438,0.29
A_Lyr,Bsch_0,Wt_5,Yo_0,0.255,0.301,0.444
A_Lyr,Bsch_0,Uod_1,Van_0,0.296,0.375,0.329
A_Lyr,Cnt_1,Co_1,Nw_0,0.332,0.3,0.368
A_Lyr,Bsch_0,Wa_1,Yo_0,0.28,0.356,0.364
A_Lyr,Cnt_1,Co_1,Pna_17,0.291,0.394,0.315
A_Lyr,Cnt_1,Co_1,Hey_1,0.33,0.344,0.326
A_Lyr,Cnt_1,Co_1,Is_0,0.355,0.339,0.307
A_Lyr,Cnt_1,Co_1,Et_0,0.32,0.371,0.309
A_Lyr,Cnt_1,Co_1,Da1_12,0.365,0.311,0.323
A_Lyr,Cnt_1,Co_1,Kro_0,0.326,0.329,0.346
A_Lyr,Cnt_1,Co_1,En_2,0.335,0.308,0.357
A_Lyr,Cnt_1,Co_1,Jm_0,0.294,0.359,0.347
A_Lyr,Cnt_1,Co_1,Ragl_1,0.316,0.354,0.33
A_Lyr,Cnt_1,Co_1,Rome_1,0.351,0.34,0.31
A_Lyr,Cnt_1,Co_1,Tha_1,0.353,0.337,0.31
A_Lyr,Cnt_1,Da1_12,Dra_0,0.992,0.004,0.004
A_Lyr,Cnt_1,Co_1,Tu_0,0.348,0.34,0.313
A_Lyr,Cnt_1,Co_1,Uod_1,0.311,0.363,0.325
A_Lyr,Cnt_1,Co_1,Qar_8a,0.333,0.267,0.4
A_Lyr,Cnt_1,Co_1,Wt_5,0.356,0.332,0.313
A_Lyr,Cnt_1,Co_1,Wa_1,0.289,0.344,0.367
A_Lyr,Cnt_1,Da1_12,Kro_0,0.316,0.346,0.339
A_Lyr,Cnt_1,Co_1,Uk_1,0.287,0.414,0.299
A_Lyr,Cnt_1,Da1_12,Pla_0,0.306,0.375,0.319
A_Lyr,Cnt_1,Da1_12,Mnz_0,0.304,0.371,0.324
A_Lyr,Cnt_1,Co_1,Vind_1,0.233,0.525,0.242
A_Lyr,Cnt_1,Dra_0,Et_0,0.317,0.375,0.308
A_Lyr,Cnt_1,Co_1,Van_0,0.328,0.348,0.324
A_Lyr,Cnt_1,Dra_0,Hau_0,0.353,0.34,0.307
A_Lyr,Cnt_1,Co_1,Yo_0,0.291,0.351,0.358
A_Lyr,Cnt_1,Da1_12,En_2,0.341,0.309,0.35
A_Lyr,Cnt_1,Dra_0,Kro_0,0.316,0.345,0.339
A_Lyr,Cnt_1,Da1_12,Ha_0,0.341,0.329,0.329
A_Lyr,Cnt_1,Da1_12,Hey_1,0.334,0.348,0.318
A_Lyr,Cnt_1,Dra_0,Nw_0,0.358,0.292,0.35
A_Lyr,Cnt_1,Da1_12,Et_0,0.318,0.376,0.306
A_Lyr,Cnt_1,Da1_12,Hau_0,0.353,0.34,0.306
A_Lyr,Cnt_1,Da1_12,Jm_0,0.407,0.304,0.288
A_Lyr,Cnt_1,Da1_12,Is_0,0.341,0.351,0.307
A_Lyr,Cnt_1,Da1_12,Nw_0,0.358,0.292,0.35
A_Lyr,Cnt_1,Da1_12,Pna_17,0.287,0.407,0.305
A_Lyr,Cnt_1,Da1_12,Ragl_1,0.346,0.346,0.309
A_Lyr,Cnt_1,Da1_12,Vind_1,0.221,0.531,0.248
A_Lyr,Cnt_1,Da1_12,Uk_1,0.322,0.407,0.271
A_Lyr,Cnt_1,Da1_12,Yo_0,0.287,0.362,0.352
A_Lyr,Cnt_1,Da1_12,Uod_1,0.445,0.296,0.259
A_Lyr,Cnt_1,Da1_12,Tha_1,0.325,0.354,0.321
A_Lyr,Cnt_1,Da1_12,Rome_1,0.326,0.355,0.319
A_Lyr,Cnt_1,Da1_12,Tu_0,0.37,0.334,0.297
A_Lyr,Cnt_1,Da1_12,Van_0,0.32,0.355,0.325
A_Lyr,Cnt_1,Da1_12,Qar_8a,0.257,0.302,0.441
A_Lyr,Cnt_1,Dra_0,En_2,0.341,0.308,0.351
A_Lyr,Cnt_1,Da1_12,Wt_5,0.389,0.323,0.288
A_Lyr,Cnt_1,Da1_12,Wa_1,0.374,0.318,0.308
A_Lyr,Cnt_1,Dra_0,Ha_0,0.343,0.328,0.329
A_Lyr,Cnt_1,Dra_0,Hey_1,0.334,0.347,0.319
A_Lyr,Cnt_1,Dra_0,Jm_0,0.409,0.302,0.289
A_Lyr,Cnt_1,Dra_0,Is_0,0.341,0.352,0.307
A_Lyr,Cnt_1,Dra_0,Ragl_1,0.345,0.345,0.31
A_Lyr,Cnt_1,Dra_0,Pla_0,0.306,0.375,0.319
A_Lyr,Cnt_1,Dra_0,Mnz_0,0.305,0.371,0.324
A_Lyr,Cnt_1,Dra_0,Pna_17,0.286,0.407,0.307
A_Lyr,Cnt_1,Dra_0,Qar_8a,0.257,0.301,0.442
A_Lyr,Cnt_1,Dra_0,Rome_1,0.325,0.354,0.321
A_Lyr,Cnt_1,Dra_0,Tha_1,0.327,0.352,0.322
A_Lyr,Cnt_1,Dra_0,Tu_0,0.368,0.334,0.297
A_Lyr,Cnt_1,Dra_0,Uk_1,0.323,0.407,0.27
A_Lyr,Cnt_1,Dra_0,Uod_1,0.443,0.297,0.259
A_Lyr,Cnt_1,Dra_0,Van_0,0.319,0.355,0.326
A_Lyr,Cnt_1,En_2,Ha_0,0.549,0.237,0.214
A_Lyr,Cnt_1,Dra_0,Wa_1,0.374,0.317,0.309
A_Lyr,Cnt_1,Dra_0,Wt_5,0.388,0.324,0.288
A_Lyr,Cnt_1,En_2,Et_0,0.369,0.376,0.255
A_Lyr,Cnt_1,Dra_0,Vind_1,0.221,0.53,0.249
A_Lyr,Cnt_1,En_2,Is_0,0.36,0.361,0.28
A_Lyr,Cnt_1,En_2,Hau_0,0.327,0.379,0.294
A_Lyr,Cnt_1,En_2,Jm_0,0.391,0.332,0.276
A_Lyr,Cnt_1,Dra_0,Yo_0,0.287,0.361,0.353
A_Lyr,Cnt_1,En_2,Kro_0,0.547,0.248,0.204
A_Lyr,Cnt_1,En_2,Mnz_0,0.311,0.383,0.306
A_Lyr,Cnt_1,En_2,Ragl_1,0.418,0.329,0.253
A_Lyr,Cnt_1,En_2,Pla_0,0.318,0.395,0.287
A_Lyr,Cnt_1,En_2,Nw_0,0.554,0.212,0.234
A_Lyr,Cnt_1,En_2,Tu_0,0.415,0.331,0.254
A_Lyr,Cnt_1,En_2,Pna_17,0.508,0.307,0.185
A_Lyr,Cnt_1,En_2,Hey_1,0.347,0.363,0.291
A_Lyr,Cnt_1,En_2,Yo_0,0.516,0.265,0.219
A_Lyr,Cnt_1,En_2,Uk_1,0.4,0.384,0.216
A_Lyr,Cnt_1,En_2,Vind_1,0.347,0.472,0.182
A_Lyr,Cnt_1,En_2,Rome_1,0.45,0.306,0.244
A_Lyr,Cnt_1,En_2,Van_0,0.444,0.307,0.249
A_Lyr,Cnt_1,En_2,Uod_1,0.342,0.375,0.283
A_Lyr,Cnt_1,En_2,Tha_1,0.334,0.37,0.296
A_Lyr,Cnt_1,En_2,Qar_8a,0.31,0.302,0.389
A_Lyr,Cnt_1,En_2,Wt_5,0.351,0.368,0.281
A_Lyr,Cnt_1,En_2,Wa_1,0.317,0.357,0.326
A_Lyr,Cnt_1,Et_0,Hey_1,0.318,0.321,0.362
A_Lyr,Cnt_1,Et_0,Ha_0,0.36,0.272,0.368
A_Lyr,Cnt_1,Et_0,Hau_0,0.329,0.314,0.357
A_Lyr,Cnt_1,Et_0,Pla_0,0.384,0.307,0.31
A_Lyr,Cnt_1,Et_0,Jm_0,0.354,0.3,0.346
A_Lyr,Cnt_1,Et_0,Pna_17,0.307,0.352,0.34
A_Lyr,Cnt_1,Et_0,Uk_1,0.302,0.389,0.309
A_Lyr,Cnt_1,Et_0,Is_0,0.314,0.335,0.351
A_Lyr,Cnt_1,Et_0,Kro_0,0.349,0.284,0.367
A_Lyr,Cnt_1,Et_0,Ragl_1,0.325,0.332,0.344
A_Lyr,Cnt_1,Et_0,Mnz_0,0.31,0.334,0.356
A_Lyr,Cnt_1,Et_0,Nw_0,0.366,0.243,0.391
A_Lyr,Cnt_1,Et_0,Rome_1,0.338,0.309,0.353
A_Lyr,Cnt_1,Et_0,Qar_8a,0.282,0.262,0.456
A_Lyr,Cnt_1,Et_0,Tha_1,0.286,0.334,0.38
A_Lyr,Cnt_1,Et_0,Tu_0,0.337,0.326,0.337
A_Lyr,Cnt_1,Et_0,Vind_1,0.256,0.478,0.266
A_Lyr,Cnt_1,Et_0,Uod_1,0.309,0.343,0.348
A_Lyr,Cnt_1,Et_0,Wa_1,0.314,0.31,0.376
A_Lyr,Cnt_1,Et_0,Van_0,0.359,0.301,0.34
A_Lyr,Cnt_1,Et_0,Wt_5,0.307,0.326,0.367
A_Lyr,Cnt_1,Et_0,Yo_0,0.323,0.309,0.368
A_Lyr,Cnt_1,Ha_0,Hey_1,0.373,0.34,0.287
A_Lyr,Cnt_1,Ha_0,Hau_0,0.305,0.37,0.325
A_Lyr,Cnt_1,Ha_0,Kro_0,0.564,0.225,0.211
A_Lyr,Cnt_1,Ha_0,Is_0,0.346,0.358,0.295
A_Lyr,Cnt_1,Ha_0,Nw_0,0.596,0.178,0.227
A_Lyr,Cnt_1,Ha_0,Jm_0,0.389,0.317,0.294
A_Lyr,Cnt_1,Ha_0,Pna_17,0.495,0.288,0.216
A_Lyr,Cnt_1,Ha_0,Mnz_0,0.323,0.361,0.316
A_Lyr,Cnt_1,Ha_0,Pla_0,0.296,0.392,0.312
A_Lyr,Cnt_1,Ha_0,Rome_1,0.408,0.319,0.273
A_Lyr,Cnt_1,Ha_0,Ragl_1,0.423,0.32,0.257
A_Lyr,Cnt_1,Ha_0,Tha_1,0.325,0.356,0.319
A_Lyr,Cnt_1,Ha_0,Vind_1,0.359,0.458,0.183
A_Lyr,Cnt_1,Ha_0,Van_0,0.447,0.296,0.257
A_Lyr,Cnt_1,Ha_0,Uod_1,0.319,0.374,0.308
A_Lyr,Cnt_1,Ha_0,Wt_5,0.343,0.351,0.306
A_Lyr,Cnt_1,Ha_0,Qar_8a,0.262,0.314,0.424
A_Lyr,Cnt_1,Ha_0,Yo_0,0.53,0.244,0.226
A_Lyr,Cnt_1,Ha_0,Uk_1,0.309,0.424,0.267
A_Lyr,Cnt_1,Ha_0,Tu_0,0.377,0.339,0.284
A_Lyr,Cnt_1,Ha_0,Wa_1,0.335,0.335,0.329
A_Lyr,Cnt_1,Hau_0,Hey_1,0.32,0.338,0.343
A_Lyr,Cnt_1,Hau_0,Mnz_0,0.434,0.286,0.28
A_Lyr,Cnt_1,Hau_0,Is_0,0.29,0.356,0.354
A_Lyr,Cnt_1,Hau_0,Kro_0,0.328,0.319,0.353
A_Lyr,Cnt_1,Hau_0,Jm_0,0.343,0.318,0.339
A_Lyr,Cnt_1,Hau_0,Nw_0,0.314,0.289,0.397
A_Lyr,Cnt_1,Hau_0,Pla_0,0.297,0.37,0.333
A_Lyr,Cnt_1,Hau_0,Uk_1,0.29,0.409,0.301
A_Lyr,Cnt_1,Hau_0,Ragl_1,0.345,0.327,0.329
A_Lyr,Cnt_1,Hau_0,Pna_17,0.306,0.371,0.324
A_Lyr,Cnt_1,Hau_0,Qar_8a,0.25,0.293,0.457
A_Lyr,Cnt_1,Hau_0,Tha_1,0.35,0.321,0.328
A_Lyr,Cnt_1,Hey_1,Is_0,0.426,0.288,0.287
A_Lyr,Cnt_1,Hau_0,Uod_1,0.325,0.345,0.33
A_Lyr,Cnt_1,Hau_0,Vind_1,0.222,0.511,0.267
A_Lyr,Cnt_1,Hau_0,Rome_1,0.303,0.347,0.35
A_Lyr,Cnt_1,Hau_0,Tu_0,0.31,0.353,0.337
A_Lyr,Cnt_1,Hau_0,Wt_5,0.353,0.326,0.321
A_Lyr,Cnt_1,Hau_0,Wa_1,0.361,0.299,0.34
A_Lyr,Cnt_1,Hey_1,Mnz_0,0.379,0.312,0.309
A_Lyr,Cnt_1,Hau_0,Van_0,0.318,0.34,0.342
A_Lyr,Cnt_1,Hey_1,Pla_0,0.325,0.35,0.324
A_Lyr,Cnt_1,Hey_1,Jm_0,0.336,0.323,0.342
A_Lyr,Cnt_1,Hau_0,Yo_0,0.342,0.314,0.344
A_Lyr,Cnt_1,Hey_1,Kro_0,0.345,0.316,0.339
A_Lyr,Cnt_1,Hey_1,Nw_0,0.374,0.261,0.365
A_Lyr,Cnt_1,Hey_1,Pna_17,0.309,0.37,0.321
A_Lyr,Cnt_1,Hey_1,Ragl_1,0.386,0.309,0.306
A_Lyr,Cnt_1,Hey_1,Tha_1,0.412,0.291,0.298
A_Lyr,Cnt_1,Hey_1,Uk_1,0.33,0.385,0.285
A_Lyr,Cnt_1,Hey_1,Qar_8a,0.246,0.304,0.45
A_Lyr,Cnt_1,Hey_1,Rome_1,0.311,0.34,0.349
A_Lyr,Cnt_1,Hey_1,Tu_0,0.365,0.324,0.311
A_Lyr,Cnt_1,Hey_1,Uod_1,0.305,0.35,0.345
A_Lyr,Cnt_1,Hey_1,Van_0,0.356,0.322,0.322
A_Lyr,Cnt_1,Hey_1,Vind_1,0.264,0.495,0.242
A_Lyr,Cnt_1,Hey_1,Wt_5,0.385,0.308,0.307
A_Lyr,Cnt_1,Hey_1,Yo_0,0.335,0.317,0.348
A_Lyr,Cnt_1,Hey_1,Wa_1,0.362,0.298,0.34
A_Lyr,Cnt_1,Is_0,Jm_0,0.339,0.32,0.341
A_Lyr,Cnt_1,Is_0,Kro_0,0.333,0.318,0.349
A_Lyr,Cnt_1,Is_0,Mnz_0,0.364,0.313,0.323
A_Lyr,Cnt_1,Is_0,Nw_0,0.404,0.249,0.347
A_Lyr,Cnt_1,Is_0,Pla_0,0.308,0.353,0.339
A_Lyr,Cnt_1,Is_0,Pna_17,0.274,0.384,0.343
A_Lyr,Cnt_1,Is_0,Qar_8a,0.236,0.292,0.471
A_Lyr,Cnt_1,Is_0,Ragl_1,0.382,0.31,0.308
A_Lyr,Cnt_1,Is_0,Rome_1,0.308,0.336,0.356
A_Lyr,Cnt_1,Is_0,Tha_1,0.384,0.304,0.313
A_Lyr,Cnt_1,Is_0,Uk_1,0.335,0.384,0.281
A_Lyr,Cnt_1,Is_0,Tu_0,0.433,0.282,0.286
A_Lyr,Cnt_1,Is_0,Uod_1,0.321,0.342,0.337
A_Lyr,Cnt_1,Is_0,Van_0,0.325,0.33,0.345
A_Lyr,Cnt_1,Is_0,Vind_1,0.225,0.505,0.27
A_Lyr,Cnt_1,Is_0,Wa_1,0.303,0.321,0.376
A_Lyr,Cnt_1,Is_0,Wt_5,0.391,0.303,0.306
A_Lyr,Cnt_1,Is_0,Yo_0,0.338,0.312,0.35
A_Lyr,Cnt_1,Jm_0,Kro_0,0.399,0.302,0.299
A_Lyr,Cnt_1,Jm_0,Mnz_0,0.308,0.358,0.334
A_Lyr,Cnt_1,Jm_0,Pna_17,0.348,0.358,0.294
A_Lyr,Cnt_1,Jm_0,Nw_0,0.416,0.254,0.33
A_Lyr,Cnt_1,Jm_0,Uk_1,0.359,0.381,0.261
A_Lyr,Cnt_1,Kro_0,Nw_0,0.586,0.175,0.239
A_Lyr,Cnt_1,Jm_0,Ragl_1,0.328,0.346,0.326
A_Lyr,Cnt_1,Jm_0,Rome_1,0.386,0.32,0.294
A_Lyr,Cnt_1,Jm_0,Vind_1,0.289,0.488,0.222
A_Lyr,Cnt_1,Jm_0,Qar_8a,0.266,0.296,0.437
A_Lyr,Cnt_1,Kro_0,Pna_17,0.484,0.302,0.215
A_Lyr,Cnt_1,Jm_0,Pla_0,0.301,0.377,0.322
A_Lyr,Cnt_1,Jm_0,Uod_1,0.374,0.327,0.299
A_Lyr,Cnt_1,Jm_0,Van_0,0.381,0.32,0.299
A_Lyr,Cnt_1,Jm_0,Tha_1,0.281,0.361,0.358
A_Lyr,Cnt_1,Jm_0,Yo_0,0.378,0.301,0.322
A_Lyr,Cnt_1,Jm_0,Tu_0,0.373,0.331,0.296
A_Lyr,Cnt_1,Kro_0,Ragl_1,0.46,0.29,0.249
A_Lyr,Cnt_1,Kro_0,Rome_1,0.437,0.296,0.267
A_Lyr,Cnt_1,Kro_0,Yo_0,0.527,0.24,0.233
A_Lyr,Cnt_1,Jm_0,Wa_1,0.374,0.303,0.323
A_Lyr,Cnt_1,Kro_0,Uk_1,0.288,0.418,0.294
A_Lyr,Cnt_1,Kro_0,Mnz_0,0.347,0.339,0.314
A_Lyr,Cnt_1,Jm_0,Wt_5,0.318,0.354,0.328
A_Lyr,Cnt_1,Kro_0,Pla_0,0.299,0.376,0.324
A_Lyr,Cnt_1,Kro_0,Vind_1,0.343,0.461,0.195
A_Lyr,Cnt_1,Kro_0,Qar_8a,0.281,0.301,0.418
A_Lyr,Cnt_1,Kro_0,Tha_1,0.308,0.354,0.337
A_Lyr,Cnt_1,Kro_0,Tu_0,0.402,0.308,0.289
A_Lyr,Cnt_1,Kro_0,Van_0,0.448,0.284,0.268
A_Lyr,Cnt_1,Kro_0,Uod_1,0.32,0.364,0.316
A_Lyr,Cnt_1,Mnz_0,Nw_0,0.357,0.266,0.377
A_Lyr,Cnt_1,Mnz_0,Pla_0,0.298,0.362,0.341
A_Lyr,Cnt_1,Kro_0,Wa_1,0.342,0.318,0.339
A_Lyr,Cnt_1,Mnz_0,Pna_17,0.287,0.386,0.327
A_Lyr,Cnt_1,Kro_0,Wt_5,0.358,0.328,0.314
A_Lyr,Cnt_1,Mnz_0,Ragl_1,0.325,0.338,0.337
A_Lyr,Cnt_1,Mnz_0,Qar_8a,0.252,0.291,0.457
A_Lyr,Cnt_1,Mnz_0,Tha_1,0.359,0.311,0.33
A_Lyr,Cnt_1,Mnz_0,Uk_1,0.277,0.416,0.307
A_Lyr,Cnt_1,Mnz_0,Tu_0,0.34,0.33,0.329
A_Lyr,Cnt_1,Mnz_0,Rome_1,0.32,0.333,0.347
A_Lyr,Cnt_1,Mnz_0,Uod_1,0.318,0.344,0.338
A_Lyr,Cnt_1,Mnz_0,Van_0,0.316,0.333,0.351
A_Lyr,Cnt_1,Mnz_0,Vind_1,0.22,0.512,0.268
A_Lyr,Cnt_1,Mnz_0,Wa_1,0.346,0.309,0.344
A_Lyr,Cnt_1,Mnz_0,Wt_5,0.532,0.229,0.239
A_Lyr,Cnt_1,Nw_0,Pna_17,0.497,0.317,0.186
A_Lyr,Cnt_1,Mnz_0,Yo_0,0.323,0.322,0.355
A_Lyr,Cnt_1,Nw_0,Pla_0,0.323,0.401,0.276
A_Lyr,Cnt_1,Nw_0,Rome_1,0.443,0.316,0.241
A_Lyr,Cnt_1,Nw_0,Ragl_1,0.499,0.301,0.2
A_Lyr,Cnt_1,Nw_0,Vind_1,0.339,0.482,0.179
A_Lyr,Cnt_1,Nw_0,Yo_0,0.533,0.266,0.201
A_Lyr,Cnt_1,Nw_0,Tha_1,0.332,0.381,0.287
A_Lyr,Cnt_1,Nw_0,Qar_8a,0.29,0.325,0.385
A_Lyr,Cnt_1,Nw_0,Uk_1,0.323,0.433,0.244
A_Lyr,Cnt_1,Nw_0,Tu_0,0.397,0.351,0.252
A_Lyr,Cnt_1,Nw_0,Van_0,0.435,0.325,0.24
A_Lyr,Cnt_1,Pna_17,Yo_0,0.555,0.187,0.258
A_Lyr,Cnt_1,Pla_0,Wt_5,0.298,0.339,0.363
A_Lyr,Cnt_1,Nw_0,Uod_1,0.299,0.408,0.293
A_Lyr,Cnt_1,Pla_0,Ragl_1,0.34,0.327,0.333
A_Lyr,Cnt_1,Pla_0,Uk_1,0.281,0.411,0.308
A_Lyr,Cnt_1,Nw_0,Wt_5,0.369,0.366,0.265
A_Lyr,Cnt_1,Pla_0,Pna_17,0.287,0.366,0.347
A_Lyr,Cnt_1,Nw_0,Wa_1,0.325,0.368,0.306
A_Lyr,Cnt_1,Pla_0,Vind_1,0.238,0.49,0.272
A_Lyr,Cnt_1,Pla_0,Qar_8a,0.292,0.265,0.443
A_Lyr,Cnt_1,Pla_0,Tha_1,0.306,0.337,0.357
A_Lyr,Cnt_1,Pla_0,Rome_1,0.337,0.321,0.342
A_Lyr,Cnt_1,Pla_0,Uod_1,0.282,0.364,0.353
A_Lyr,Cnt_1,Pla_0,Wa_1,0.289,0.322,0.389
A_Lyr,Cnt_1,Pna_17,Vind_1,0.348,0.422,0.23
A_Lyr,Cnt_1,Pla_0,Tu_0,0.314,0.335,0.351
A_Lyr,Cnt_1,Pla_0,Van_0,0.358,0.306,0.336
A_Lyr,Cnt_1,Pna_17,Wt_5,0.307,0.312,0.38
A_Lyr,Cnt_1,Pna_17,Ragl_1,0.363,0.289,0.347
A_Lyr,Cnt_1,Pna_17,Uk_1,0.26,0.397,0.343
A_Lyr,Cnt_1,Pna_17,Rome_1,0.413,0.268,0.318
A_Lyr,Cnt_1,Pla_0,Yo_0,0.307,0.317,0.376
A_Lyr,Cnt_1,Pna_17,Van_0,0.425,0.264,0.312
A_Lyr,Cnt_1,Qar_8a,Rome_1,0.297,0.418,0.285
A_Lyr,Cnt_1,Pna_17,Qar_8a,0.256,0.279,0.464
A_Lyr,Cnt_1,Pna_17,Uod_1,0.275,0.352,0.374
A_Lyr,Cnt_1,Qar_8a,Uk_1,0.252,0.508,0.24
A_Lyr,Cnt_1,Pna_17,Tha_1,0.302,0.322,0.376
A_Lyr,Cnt_1,Pna_17,Wa_1,0.273,0.317,0.41
A_Lyr,Cnt_1,Qar_8a,Tu_0,0.26,0.462,0.278
A_Lyr,Cnt_1,Pna_17,Tu_0,0.31,0.324,0.367
A_Lyr,Cnt_1,Qar_8a,Ragl_1,0.261,0.46,0.279
A_Lyr,Cnt_1,Qar_8a,Vind_1,0.205,0.59,0.205
A_Lyr,Cnt_1,Qar_8a,Tha_1,0.259,0.448,0.293
A_Lyr,Cnt_1,Qar_8a,Uod_1,0.261,0.468,0.271
A_Lyr,Cnt_1,Qar_8a,Wa_1,0.253,0.438,0.309
A_Lyr,Cnt_1,Qar_8a,Van_0,0.282,0.436,0.282
A_Lyr,Cnt_1,Qar_8a,Wt_5,0.256,0.46,0.285
A_Lyr,Cnt_1,Qar_8a,Yo_0,0.278,0.423,0.299
A_Lyr,Cnt_1,Ragl_1,Rome_1,0.317,0.339,0.343
A_Lyr,Cnt_1,Ragl_1,Tha_1,0.313,0.343,0.343
A_Lyr,Cnt_1,Ragl_1,Tu_0,0.326,0.333,0.34
A_Lyr,Cnt_1,Rome_1,Vind_1,0.371,0.432,0.197
A_Lyr,Cnt_1,Ragl_1,Uk_1,0.352,0.389,0.259
A_Lyr,Cnt_1,Ragl_1,Uod_1,0.347,0.323,0.33
A_Lyr,Cnt_1,Ragl_1,Van_0,0.356,0.311,0.333
A_Lyr,Cnt_1,Ragl_1,Vind_1,0.237,0.496,0.267
A_Lyr,Cnt_1,Rome_1,Wa_1,0.316,0.321,0.363
A_Lyr,Cnt_1,Ragl_1,Wa_1,0.318,0.315,0.366
A_Lyr,Cnt_1,Ragl_1,Yo_0,0.399,0.282,0.32
A_Lyr,Cnt_1,Rome_1,Uk_1,0.301,0.408,0.291
A_Lyr,Cnt_1,Rome_1,Van_0,0.46,0.26,0.28
A_Lyr,Cnt_1,Ragl_1,Wt_5,0.355,0.324,0.321
A_Lyr,Cnt_1,Rome_1,Tha_1,0.334,0.334,0.333
A_Lyr,Cnt_1,Rome_1,Tu_0,0.358,0.328,0.314
A_Lyr,Cnt_1,Uk_1,Wt_5,0.31,0.29,0.399
A_Lyr,Cnt_1,Rome_1,Uod_1,0.318,0.35,0.332
A_Lyr,Cnt_1,Rome_1,Yo_0,0.418,0.284,0.298
A_Lyr,Cnt_1,Tu_0,Wt_5,0.406,0.293,0.301
A_Lyr,Cnt_1,Tha_1,Uk_1,0.275,0.408,0.316
A_Lyr,Cnt_1,Uod_1,Vind_1,0.223,0.496,0.281
A_Lyr,Cnt_1,Rome_1,Wt_5,0.333,0.327,0.339
A_Lyr,Cnt_1,Tha_1,Vind_1,0.243,0.509,0.248
A_Lyr,Cnt_1,Tha_1,Tu_0,0.357,0.332,0.311
A_Lyr,Cnt_1,Uod_1,Yo_0,0.272,0.336,0.392
A_Lyr,Cnt_1,Tha_1,Van_0,0.336,0.329,0.335
A_Lyr,Cnt_1,Tha_1,Yo_0,0.322,0.335,0.344
A_Lyr,Cnt_1,Tu_0,Vind_1,0.274,0.481,0.246
A_Lyr,Cnt_1,Tha_1,Uod_1,0.294,0.354,0.352
A_Lyr,Cnt_1,Tha_1,Wt_5,0.345,0.329,0.326
A_Lyr,Cnt_1,Tu_0,Uk_1,0.318,0.396,0.287
A_Lyr,Cnt_1,Uk_1,Vind_1,0.217,0.459,0.324
A_Lyr,Cnt_1,Tha_1,Wa_1,0.345,0.312,0.343
A_Lyr,Co_1,Da1_12,Dra_0,0.991,0.0045,0.0045
A_Lyr,Cnt_1,Uk_1,Yo_0,0.27,0.303,0.427
A_Lyr,Cnt_1,Uk_1,Wa_1,0.309,0.278,0.413
A_Lyr,Cnt_1,Uk_1,Van_0,0.291,0.3,0.408
A_Lyr,Cnt_1,Uk_1,Uod_1,0.331,0.27,0.399
A_Lyr,Cnt_1,Tu_0,Yo_0,0.348,0.311,0.341
A_Lyr,Cnt_1,Tu_0,Uod_1,0.36,0.319,0.321
A_Lyr,Cnt_1,Van_0,Vind_1,0.4,0.423,0.177
A_Lyr,Cnt_1,Tu_0,Van_0,0.377,0.304,0.319
A_Lyr,Cnt_1,Tu_0,Wa_1,0.312,0.319,0.369
A_Lyr,Cnt_1,Vind_1,Wa_1,0.218,0.251,0.53
A_Lyr,Cnt_1,Vind_1,Yo_0,0.353,0.191,0.456
A_Lyr,Cnt_1,Van_0,Wt_5,0.331,0.336,0.332
A_Lyr,Cnt_1,Uod_1,Wa_1,0.348,0.301,0.35
A_Lyr,Cnt_1,Vind_1,Wt_5,0.25,0.252,0.498
A_Lyr,Cnt_1,Uod_1,Van_0,0.309,0.333,0.358
A_Lyr,Cnt_1,Uod_1,Wt_5,0.328,0.337,0.335
A_Lyr,Cnt_1,Van_0,Yo_0,0.424,0.279,0.297
A_Lyr,Cnt_1,Wa_1,Yo_0,0.289,0.36,0.351
A_Lyr,Cnt_1,Wa_1,Wt_5,0.323,0.358,0.32
A_Lyr,Cnt_1,Wt_5,Yo_0,0.311,0.328,0.362
A_Lyr,Cnt_1,Van_0,Wa_1,0.308,0.33,0.361
A_Lyr,Co_1,Da1_12,Et_0,0.31,0.33,0.36
A_Lyr,Co_1,Da1_12,Jm_0,0.411,0.249,0.34
A_Lyr,Co_1,Da1_12,En_2,0.309,0.315,0.377
